VIN-NR,MAKE-OF-CAR,MODEL-Short,MODEL-YEAR
2G1FP22G5X2121944,CHEV,CAM,1999
4UZABRDU6ECFF9763,THMS,   ,2014
1FT8W2BT1NEF52184,FORD,   ,2022
1GC2CUEG6GZ306929,CHEV,   ,2016
1N4AL3AP7GC288865,NISS,ALT,2016
1GDJG31F8Y1216930,GMC ,   ,2000
1GC4YLE71PF198192,CHEV,   ,2023
1FTPW14V29FA38624,FORD,   ,2009
4JGDA5JB1HA935668,MERZ,350,2017
5YJ3E1EA7PF434935,TESL,T3 ,2023
1FM5K7D80EGA67698,FORD,XPL,2014
5NMSH13E09H246588,HYUN,RCN,2009
1G6AA5RX2H0190722,CALC,ATS,2017
ZACCJABT1GPD98069,JEEP,RNG,2016
4T1BK36B08U278653,TOYT,AVA,2008
5GAKRBED9BJ220581,BUIC,ENC,2011
5N1BA0ND3CN616487,NISS,ARM,2012
1FDUF5HY0KEF42093,FORD,   ,2019
2C3CDXBG0PH534677,DODG,CHA,2023
1HGCR2F81HA267845,HOND,ACC,2017
1FTSW2A57AEB25417,FORD,   ,2010
1G11Z5SAXKU125640,CHEV,IMP,2019
5XYP24HC1LG028614,KIA ,TEL,2020
3GNAXHEV2KL347717,CHEV,EQX,2019
1FDUF5HT0HEC23399,FORD,   ,2017
3N1CB51D46L456913,NISS,SEN,2006
5PVNE8JP6F4S51012,HINO,   ,2015
1D7HE22K77S127668,DODG,   ,2007
1HGCR2F39HA112920,HOND,ACC,2017
5FRYD3H41FB005488,ACUR,MDX,2015
5N1AZ2MG3HN133553,NISS,MUR,2017
3B7HC12Y1WG109476,DODG,   ,1998
3N1AB7AP7EY259068,NISS,SEN,2014
NM0LS6E72E1137858,FORD,   ,2014
1FTNE24L39DA39629,FORD,   ,2009
1GNSCBKC2JR108711,CHEV,TAH,2018
JN8AS1MUXCM122092,INFI,FX ,2012
4M2ZU86K44UJ22808,MERC,   ,2004
1HGCV2F39MA007090,HOND,ACC,2021
3HTEKTAR0PN627641,INTL,   ,2023
1FTPW14545KE84162,FORD,   ,2005
4T1CA30P57U113580,TOYT,SOL,2007
JA4AP3AU6LU017721,MITS,OUT,2020
1NPSL20XXGD294995,PTRB,   ,2016
JF2GTABC4K8288260,SUBA,CRO,2019
1FM5K8AB7PGB03931,FORD,   ,2023
WAUGFAFC3GN012660,AUDI,A6 ,2016
5TDGZRAH3LS510566,TOYT,HDR,2020
1C4RJFCT5EC190686,JEEP,GCH,2014
4T1B61HK9KU191055,TOYT,CAY,2019
1N4AA6FV7LC376274,NISS,MAX,2020
3GCUYGETXLG258743,CHEV,   ,2020
1FDJF37H1TEA85028,FORD,   ,1996
1FTEW1C47KKD42383,FORD,   ,2019
1FTNF1CF8CKE02478,FORD,   ,2012
1FTMF1CW0AKB34275,FORD,   ,2010
1ZVHT85H885121443,FORD,MUS,2008
1B7FD14H2HS509334,DODG,   ,1987
5NPD84LF9KH420508,HYUN,ELA,2019
4T3ZA3BB3EU084371,TOYT,VZN,2014
1FTEW1CP6LKD46596,FORD,   ,2020
1FDFF6LN3NDA01125,FORD,   ,2022
1GTR1UEC9EZ179012,GMC ,   ,2014
3GTPUJEK5PG137606,GMC ,   ,2023
1FTFW1CFXBFA03809,FORD,   ,2011
1FDAF57R18EC66366,FORD,   ,2008
1FTEW1EF9GKE50459,FORD,   ,2016
3GKALTEV3NL103963,GMC ,TER,2022
WMWRF33425TF60890,MNNI,COO,2005
3GYFNBE39GS569453,CADI,SRX,2016
3C63RRPL0KG668507,RAM ,   ,2019
1GNEC13T71R178193,CHEV,TAH,2001
1FTRF12W75NB53692,FORD,   ,2005
5N1AA0NF8EN613519,NISS,ARM,2014
1FMJU1HT1HEA15646,FORD,EXP,2017
3GTP9EED4MG270525,GMC ,   ,2021
3GNFK16338G145530,CHEV,SUB,2008
5TDYZRAH1LS018980,TOYT,HDR,2020
2B3KA43R88H150860,DODG,CHA,2008
5TDYZRAH2NS124132,TOYT,HDR,2022
JF2GTAMC7JH324938,SUBA,CRS,2018
5B4HP32R2X3308510,WORK,   ,1999
JN1BJ1CP5JW183563,NISS,ROG,2018
WDDKJ6FB9FF301766,MERZ,E  ,2015
JS1VY53A182103809,SUZI,   ,2008
3GCUKSEC1GG277403,CHEV,   ,2016
1G1BL5378MR130947,CHEV,CAP,1991
1GCRCREC9FZ270970,CHEV,   ,2015
1FTEW1CF9HKC07822,FORD,   ,2017
3GTP2VE36BG173156,GMC ,   ,2011
KM8R34HE0LU159096,HYUN,PAL,2020
1C6RREFG0NN324436,RAM ,   ,2022
5UXCW2C01N9M11427,BMW ,X7 ,2022
5LM5J7XC7LGL24112,LINC,   ,2020
1GCEK19T32E303282,CHEV,   ,2002
2HGFC3B71HH356916,HOND,CIV,2017
2G1105SA1J9154692,CHEV,IMP,2018
1N4AL3APXFC266034,NISS,ALT,2015
1C4RJEJG2EC490623,JEEP,GRC,2014
1N4AL3AP8FN879645,NISS,ALT,2015
JH4CL969X8C021770,ACUR,TSX,2008
3C7WR4AJXNG154591,RAM ,   ,2022
2GCEK13M681137528,CHEV,   ,2008
2FTRX17W01CA19306,FORD,   ,2001
1FTYE1Y81NKA65987,FORD,TRN,2022
1XKDDB9XX7J188200,KW  ,   ,2007
3C63RRJLXHG673344,RAM ,   ,2017
YV4162UK6L2246387,VOLV,   ,2020
1C6SRFGT5KN588010,RAM ,   ,2019
          5228914,VOLK,   ,1963
1GT49NE78LF241154,GMC ,   ,2020
1FTER1EH0NLD26399,FORD,   ,2022
WDD7X6BB0KA005519,MERZ,AMG,2019
19UUB2F54FA022730,ACUR,TLX,2015
3C7WRNBL6KG560126,RAM ,   ,2019
5UXCR4C05M9F61867,BMW ,X5 ,2021
JM3TCABY0L0403713,MAZD,CX9,2020
1G6KE54Y65U105216,CADI,DEV,2005
4T1BK1FK1CU515910,TOYT,CAM,2012
1GTHK29KX8E109111,GMC ,   ,2008
1GNEC13V94R302938,CHEV,TAH,2004
3N6CM0KN3HK721604,NISS,   ,2017
1FT7W2BT2FEA76461,FORD,   ,2015
3MEHM0JG4AR645396,MERC,MIL,2010
5NMZU3LB2HH014262,HYUN,SFE,2017
   10704412037876,MERZ,4SL,1977
1FTMF1CB1JFE20996,FORD,   ,2018
1C4BJWDG2CL222509,JEEP,   ,2012
1FTZF1721YNB36817,FORD,   ,2000
1B7FL26X8PS261182,DODG,   ,1993
1FTEW1E53JKE49824,FORD,   ,2018
4UZABRDUXFCGJ6679,THAS,   ,2015
1FT7W2A68LEC26726,FORD,   ,2020
1FDXE4FS5EDA05125,FRST, NA,2014
1FADP5CU1FL101795,FORD,   ,2015
1GNKRLED1BJ139327,CHEV,TRV,2011
JTJBT20X040039442,LEXS,G47,2004
5J8YD9H46PL002459,ACUR,MDX,2023
4T1BF28B9YU057841,TOYT,AVA,2000
1GKKNLLS4KZ115261,GMC ,ACA,2019
1M1AX07Y1EM020835,MACK,   ,2014
1G6EL6786FE608387,CADI,ELD,1985
5N1AZ2AJ5LN153134,NISS,MUR,2020
WDBRF61J73F298577,MERZ,C  ,2003
KL4CJASB4LB054743,BUIC,ENC,2020
58ADZ1B1XPU150739,LEXS,350,2023
KM8SR4HFXKU309531,HYUN,SFE,2019
1HGCR2F92HA056811,HOND,ACC,2017
ZFBHRFAB4N6X74528,RAM ,PRM,2022
1GNEK13Z03R175792,CHEV,TAH,2003
3HSDZAPR1NN399394,INTL,   ,2022
1NXBR32EX7Z848538,TOYT,COA,2007
1FT7W2BN4NEE32358,FORD,   ,2022
1GNFC23089R298094,CHEV,TAH,2009
1N4AL3APXFC591167,NISS,ALT,2015
1GKS1CKJXLR169783,GMC ,YUK,2020
1FTNX20F21EC24196,FORD,   ,2001
1HGCY2F62PA055410,HOND,ACC,2023
5TFDW5F18CX262034,TOYT,   ,2012
1C4RDHFG2KC740536,DODG,   ,2019
1GKS1MEF2BR249199,GMC ,YUK,2011
1GT49VEY1MF189246,GMC ,   ,2021
1NXBR32EX4Z231944,TOYT,COA,2004
3B7HC12Z6WG202986,DODG,   ,1998
1FTDF15Y9SNA21987,FORD,   ,1995
3GTP8DED2LG271099,GMC ,   ,2020
1GKS1GKD5NR243700,GMC ,YUK,2022
KNDJ23AU6P7886537,KIA ,SOL,2023
1FTYR10U83PB39628,FORD,   ,2003
JTJGZKCA0J2004427,LEXS,RX3,2018
1FMCU0GX2GUB89091,FORD,ECP,2016
1FBAX2CM2HKA18384,FORD,   ,2017
3GCPWCEDXMG139046,CHEV,   ,2021
2C3CDXBG6FH751391,DODG,CHA,2015
JTDKN3DU9E1811953,TOYT,PRI,2014
1GNLC2E06ER172388,CHEV,TAH,2014
3C6RR7LT9NG412990,RAM ,   ,2022
1FM5K7D84FGB78823,FORD,XPL,2015
5XXGM4A79FG456429,KIA ,OPT,2015
5FNRL5H69FB072264,HOND,ODY,2015
1HVBBABP5TH441111,INTL, NA,1996
JM3TB2CA0C0355897,MAZD,CX9,2012
5J6TF1H55CL006715,HOND,CRS,2012
1D7HA18P77S237676,DODG,   ,2007
4UZAAMC604CM96684,FRHT,   ,2004
KM8R24HE8MU212244,HYUN,PAL,2021
JH2RC50017M302631,HOND,   ,2007
5XXGT4L36GG004422,KIA ,RCN,2016
2GTEC19K3S1516092,GMC ,   ,1995
4TAWN72N6WZ157352,TOYT,   ,1998
1FM5K8AR7EGB43839,FORD,XPL,2014
1N4BL4CV5MN405767,NISS,ALT,2021
JN1BJ1CV9LW257505,NISS,ROG,2020
1GCPCNEC3JF189408,CHEV,   ,2018
1GCEC19R0XR131567,CHEV,   ,1999
2C4RC1DG8HR609916,CHRY,PCF,2017
ML32A3HJ9FH048307,MITS,MIR,2015
4T1BZ1FB4KU009627,TOYT,AVA,2019
      VB57S184827,CHEV,210,1957
JN8AS5MT7AW501731,NISS,ROG,2010
1G2WP52KXYF331179,PONT,GRA,2000
JNRAS08U33X101020,INFI,FX ,2003
KMTG44LA4KU017055,GENE,G70,2019
KNDPM3AC8H7270934,KIA ,SPT,2017
1G1FH1R76H0168657,CHEV,CAM,2017
2C3KA53GX7H855245,CHRY,300,2007
1D7HU18Z03S206742,DODG,   ,2003
3GNAXKEV7NL268223,CHEV,EQU,2022
1HGCV1F5XMA044290,HOND,ACC,2021
1GNALDEK0EZ119724,CHEV,EQX,2014
3GTEK23M19G199093,GMC ,   ,2009
ZARFAECN2H7545590,ALFA,GIU,2017
2GCEK13CX71587494,CHEV,   ,2007
JS1GT74A012109947,SUZI,   ,2001
5FNRL5H64EB061137,HOND,ODY,2014
4JGFB4JB1MA564991,MERZ,GLE,2021
3N1CP5DV9ML510046,NISS,KIC,2021
YV4A22PL8K1427236,VOLV,   ,2019
3KPC24A65NE161914,HYUN,ACC,2022
2C4RDGCG1ER284216,DODG,   ,2014
5NMS3DAJ5PH533941,HYUN,SFE,2023
5XXGM4A71EG275839,KIA ,OPT,2014
3C4PDCBG5ET107893,DODG,RCN,2014
5TETX22N18Z557556,TOYT,   ,2008
1G4GF5G37EF149709,BUIC,LAC,2014
1FAHP34N58W110045,FORD,FOC,2008
KNDJD736175671174,KIA ,SOR,2007
1G2ZH351874174117,PONT,G6 ,2007
3TMAZ5CN8NM181822,TOYT,   ,2022
WP0AB2A73EL055957,PORS,PAN,2014
3C7WRSBJ2HG684271,RAM ,   ,2017
1GC4WLE72LF252390,CHEV,   ,2020
1GB0CVCG1BF167002,CHEV,   ,2011
4T1BF1FK4EU770235,TOYT,CAM,2014
1HGCG16542A076787,HOND,ACC,2002
JT4RN56D1F0103906,TOYT,   ,1985
2G1WF55KX59348555,CHEV,IMP,2005
2T3YF4DV2BW053974,TOYT,RAV,2011
WA1DGAFE2ED005829,AUDI,Q7 ,2014
WAUK2AF25KN082876,AUDI,AA6,2019
5FPYK2F60KB000015,HOND,   ,2019
1FTEW1CG6FFC46818,FORD,   ,2015
1C4BJWEG7HL586205,JEEP,WRG,2017
2GNAXKEV9L6129616,CHEV,EQU,2020
1GKKNULS5MZ113236,GMC ,   ,2021
4A3AB36F69E017233,MITS,GAL,2009
2MEFM75W42X658640,MERC,GRA,2002
1C4SDJFT7MC815188,DODG,   ,2021
5FNRL5H99EB126879,HOND,ODY,2014
3N6CM0KN5LK702772,NISS,   ,2020
5J6RW1H55MA014854,HOND,CRV,2021
WP0JB0930HS050747,PORS,911,1987
1GT49PEY1PF239997,GMC ,   ,2023
1FTNW20F5XEE41947,FORD,   ,1999
JTJHY7AX3K4289593,LEXS,570,2019
2G1FA1E3XC9163290,CHEV,CAM,2012
NM0LS7E72E1172762,FORD,TRN,2014
1B7KC23Z11J197231,DODG,   ,2001
1GNERFKW6JJ208595,CHEV,TRV,2018
WP0AB2A71HL123824,PORS,PAN,2017
1GKES16S956118975,GMC ,ENV,2005
4T1T11AK2NU019242,TOYT,CAM,2022
2T3H1RFV3NC200303,TOYT,RAV,2022
1GTEC14X28Z140181,GMC ,   ,2008
1BAKGCPAXFF311973,BLUB,BB ,2015
2FZNAJCB2YAG33076,STER,   ,2000
1GC4YLEY2NF241718,CHEV,   ,2022
2GCEC19T251323915,CHEV,   ,2005
5TFUW5F10DX275832,TOYT,   ,2013
3GCPCNEC9GG299015,CHEV,   ,2016
2FABP7EV9BX130676,FORD,CVC,2011
3VV3B7AX6KM041889,VOLK,TIG,2019
3GCRKSE3XAG201661,CHEV,   ,2010
3TMLU4EN1FM164649,TOYT,   ,2015
MLHJB0211K5004825,HMCY,   ,2019
1FMRU15W23LC03680,FORD,   ,2003
2FAHP71W74X175613,FORD,CVC,2004
1GNSCNKD8MR176834,CHEV,TAH,2021
2C3KA43R78H176319,CHRY,300,2008
1FT7W2B6XHED32486,FORD,   ,2017
1B7HC16XXWS648219,DODG,   ,1998
WVGFF9BP3BD006535,VOLK,TRG,2011
1GCEK19Z85Z289395,CHEV,   ,2005
JTDBT123730297107,TOYT,ECH,2003
3GCPCREC0FG319478,CHEV,   ,2015
1G3AG54N5P6336673,OLDS,CUT,1993
2C4RC1DG6HR522211,CHRY,PAC,2017
JM3KE2CY6G0916528,MAZD,CX5,2016
1M2LR2GCXMM004565,MACK,   ,2021
5TFLU4ENXEX090091,TOYT,   ,2014
1HGCG16591A023095,HOND,ACC,2001
4UZABRDTXGCGS9408,FRHT,   ,2016
1GT49ME7XNF163554,GMC ,   ,2022
JS1GT77A472113097,SUZI,   ,2007
2GKALSEK4F6243252,GMC ,TRN,2015
3GCEC23069G266507,CHEV,   ,2009
19UDE2F33HA010822,ACUR,ILX,2017
2GCEC19R1V1105971,CHEV,   ,1997
JTHCZ1BL8HA007296,LEXS,GS ,2017
1FUJGEDV6CSBD6281,FRHT,   ,2012
4T1G11AK1LU966285,TOYT,CAY,2020
3C4FY58B45T508942,CHRY,PTC,2005
1HGCR2F36EA024466,HOND,ACC,2014
3GCPWBEK5MG316630,CHEV,   ,2021
3C6MRVJG3ME557747,WINN,   ,2022
1HGCV2F35JA049008,HOND,ACC,2018
KL7CJLSB9GB669261,CHEV,TRX,2016
1GCGC13U82F209027,CHEV,   ,2002
5TFDW5F15DX282260,TOYT,   ,2013
1GCEK19T02E205424,CHEV,   ,2002
1HTKHPVKXKH863805,CHEV,   ,2019
1FTFX1EF6GKE64384,FORD,   ,2016
KM8JU3AC8BU146446,HYUN,TCN,2011
    J7F83EH010219,JEEP,   ,1977
3ALACWDTXFDGU4776,FRHT,   ,2015
1FTPW12V59FA96410,FORD,   ,2009
1FT7W2B62CEA55857,FORD,   ,2012
JTHBK1EG8A2351158,LEXS,ES ,2010
1RF12061012014820,HOLR,   ,2001
7JR102TZ7MG117938,VOLV,S60,2021
1FTRE14W4YHA05566,FORD,EC1,2000
3TYRX5GN8NT063809,TOYT,   ,2022
JALC4B16877005771,ISU ,   ,2007
1FTRE14W26DA90010,FORD,   ,2006
1N4AL21E17N404672,NISS,ALT,2007
1G2WK52J81F101569,PONT,GRA,2001
5NMS24AJ5NH481825,HYUN,SFE,2022
3B7HF13YXTG121692,DODG,   ,1996
1FTNF20576ED31326,FORD,   ,2006
1C6SRFHT8LN162361,RAM ,   ,2020
1FTEW1EP6PKE25205,FORD,   ,2023
KNDMB233866055394,KIA ,SED,2006
3FA6P0H78FR193388,FORD,FUS,2015
1G1FY6S0XP4175614,CHEV,BLT,2023
1GCEC19T83E220414,CHEV,   ,2003
2FALP71W3RX177263,FORD,CRV,1994
JA4LX31FX4U024876,MITS,OUT,2004
2C4RC1DG4MR521052,CHRY,VOY,2021
1D4GP24R85B237672,DODG,CVN,2005
1FTEW1CB2MFB80334,FORD,   ,2021
2G1FC1E34D9124285,CHEV,CAM,2013
1FMCU03118KA56577,FORD,   ,2008
1GC3YLE7XNF205410,CHEV,   ,2022
3GNAXKEV9NL201235,CHEV,EQU,2022
1FDBW2XV2KKA21195,FORD,   ,2019
2C3CDYAG9CH131430,DODG,CHA,2012
2FACP71W7PX157238,FORD,CRV,1993
4UZABRDT38CZ60118,THAS,   ,2008
1FDXE40S6XHC04446,COAH,   ,2000
5TFRY5F18JX237230,TOYT,   ,2018
1FTYR10U54PB56551,FORD,   ,2004
3GCUYHED6MG453593,CHEV,   ,2021
1GC4YUEY3PF260917,CHEV,   ,2023
KL4CJASB1JB655217,BUIC,   ,2018
1FT8W3BT6JEB87548,FORD,   ,2018
1GNEC16ZX3J116045,CHEV,C15,2003
5XXGT4L33LG442731,KIA ,OPT,2020
KNDPCCAC7E7562962,KIA ,   ,2014
2GCEC19T7Y1297784,CHEV,   ,2000
1BAAGCSH0XF085105,BLUE,   ,1999
5GAKRCKD7EJ286870,BUIC,ENC,2014
KL8CD6S93FC792046,CHEV,   ,2015
2HKRW1H21MH409330,HOND,CRV,2021
ZFBCFADH4EZ010943,FIAT,   ,2014
2FAFP71W1XX204566,FORD,CRV,1999
1GC1KVEG0FF506371,CHEV,   ,2015
1FMCU0GX0DUC59537,FORD,   ,2013
5TDDW5G1XHS153859,TOYT,   ,2017
2GTEC13T661170434,GMC ,   ,2006
1FTFW1EF5EKF95449,FORD,   ,2014
1FTRX07L6XKA28063,FORD,   ,1999
JN1BV7AR7FM421539,INFI,Q50,2015
2HKRW1H51NH403779,HOND,CRV,2022
5PVNB6JK372S50057,HINO,   ,2007
1GKFC13027R273566,GMC ,YUK,2007
WA1C4AFY6J2146911,AUDI,SQ5,2018
5FNYF6H56LB059984,HOND,PLT,2020
1GCRCPEH8EZ322393,CHEV,   ,2014
1GNSCCKC8HR202558,CHEV,TAH,2017
1GTHC23U06F139278,GMC ,   ,2006
2LMDU68C38BJ14186,LINC,   ,2008
2C4RDGBG0JR162037,DODG,   ,2018
1GC1KXE8XFF512988,CHEV,   ,2015
1FM5K7F86GGD09930,FORD,XPL,2016
YV440MDK2G2905775,VOLV,XC6,2016
JN8AT2MT6HW132284,NISS,ROG,2017
1FTFW1EF2DFA65186,FORD,   ,2013
4UZABRFC7LCLU9532,THAS,   ,2020
2GCEK19K4S1250195,CHEV,   ,1995
2MEBM7FV8AX601697,MERC,GRA,2010
WDYPD744865871107,FRHT,   ,2006
1C6RR6LGXNS169633,RAM ,   ,2022
5J8TB3H32FL016541,ACUR,RDX,2015
3C7WRMBLXEG229824,RAM ,   ,2014
5N1AZ2MJXKN128921,NISS,MUR,2019
1FD8W3HN7NEE13736,FORD,   ,2022
1HGCR2F81FA182274,HOND,ACC,2015
1FMSK7BHXMGB12053,FORD,XPL,2021
1G4GB5G35EF156203,BUIC,LAC,2014
1FT7W2BT2LEC85629,FORD,   ,2020
JTNKHMBX6N1131529,TOYT,   ,2022
NM0LS7F79H1316634,FORD,   ,2017
1LNFM83W7WY629242,LINC,TOW,1998
1C6RREFT6NN291861,RAM ,   ,2022
1N4BL4BV9LN311259,NISS,ALT,2020
1N6ED1EJ5NN655697,NISS,   ,2022
JT4RN81A8N0094263,TOYT,   ,1992
3GKALVEV6JL292078,GMC ,   ,2018
RLHKF4708MY000713,HOND,   ,2021
2T3WFREV8JW439834,TOYT,RV4,2018
1GNLCDEC1JR368318,CHEV,TAH,2018
1FTMF1CB4JKD86706,FORD,   ,2018
1FMJU1H5XCEF53921,FORD,EPD,2012
1J4FT28S2SL516357,JEEP,CHK,1995
1GBFG15M9W1048918,CHEV,SPT,1998
1GKER33758J253587,GMC ,ACA,2008
JTDBR32E560099917,TOYT,COA,2006
1GNSKDKC7HR333652,CHEV,TAH,2017
1N4AL3AP5GC195195,NISS,ALT,2016
1GNSCKKC3FR209022,CHEV,C15,2015
1GC4YPE78LF209691,CHEV,   ,2020
1FTRW12819FA24428,FORD,   ,2009
3WKDD49X7FF457834,KW  ,   ,2015
1HTMMAAN97H362042,INTL,   ,2007
1GKS1DKC7KR350670,GMC ,YUK,2019
1HGCP26468A147932,HOND,ACC,2008
JTEZU5JR9H5159857,TOYT,4RN,2017
1LNHM81WX6Y634513,LINC,TOW,2006
5XXG64J23MG049508,KIA ,K5 ,2021
1D3HB18P99S757718,DODG,   ,2009
4TAVL52N1WZ125981,TOYT,   ,1998
1XPCD49X2MD738002,PTRB,   ,2021
2GKALMEK5C6361432,GMC ,TRN,2012
1HGCP36858A024096,HOND,ACC,2008
3C6TRVDG9JE121018,RAM ,PRO,2018
3GCNWAEHXLG223042,CHEV,   ,2020
1GCHK23608F159098,CHEV,   ,2008
JA4J3VA89NZ090159,MITS,OUT,2022
KNADM4A32G6594407,KIA ,RIO,2016
2C3CDZBT2GH184882,DODG,CHL,2016
1GCRKSE70DZ330015,CHEV,   ,2013
JN8AZ1MU0CW112574,NISS,MUR,2012
1C6HJTFG4LL107780,JEEP,   ,2020
1N4AL21E68N499022,NISS,ALT,2008
1FM5K8AR9DGA22311,FORD,X  ,2013
JTHDA1D20L5106874,LEXS,IS3,2020
1FMJK1KT1JEA51826,FORD,EXP,2018
2G1FB1E3XE9161264,CHEV,CAM,2014
1FAFP53UX3A193621,FORD,TAU,2003
3GNKBERS9PS232143,CHEV,BLZ,2023
1FTWW3BR4AEA97858,FORD,   ,2010
1GCHK23G01F201011,CHEV,   ,2001
2D4GP44L76R857584,DODG,CVN,2006
1FTRX12839KA39856,FORD,   ,2009
4JGDA5JB5JB115562,MERZ,350,2018
JN8CS1MW0DM171619,INFI,   ,2013
1FM5K7D81EGC32674,FORD,XPL,2014
1BAKGCSH4NF383030,BLUB,   ,2022
3FDNF65B83MB02984,FORD,   ,2003
1D7HA18K76J159635,DODG,   ,2006
1FT7W2BT9FED36211,FORD,   ,2015
1V2YE2CA7LC209225,VOLK,   ,2020
5NPEC4AC7BH239452,HYUN,SON,2011
5N1AL0MM2DC315567,INFI,   ,2013
4T1B11HK6JU620598,TOYT,CAY,2018
5FNYF38679B011099,HOND,PLT,2009
1HGCG5651WA239764,HOND,ACC,1998
1G4GD5G39EF238204,BUIC,LAC,2014
1N6BA0EK9AN314814,NISS,   ,2010
1C4RJEAG2KC543171,JEEP,GCH,2019
JN8AT2MT7LW012678,NISS,ROG,2020
3LNHM26T68R665030,LINC,MKZ,2008
2T2ZK1BA9DC107343,LEXS,R35,2013
3C6UR5DL9NG185751,RAM ,   ,2022
3C6RR6KG3MG711646,RAM ,   ,2021
3GNAXNEV3LS584545,CHEV,EQU,2020
1FTEW1E50LFC29598,FORD,   ,2020
5TDYZRFH1HS217561,TOYT,HDR,2017
5XYP5DHC0NG255870,KIA ,TEL,2022
2FMDK3KC9BBB64932,FORD,EDG,2011
5TDGZRAH3LS017809,TOYT,HDR,2020
1FTEX15Y7LKA63790,FORD,   ,1990
1GTU9DED3KZ117869,GMC ,   ,2019
1N4AL3AP9DC902469,NISS,RCN,2013
3GTP8FED7KG279550,GMC ,   ,2019
5FNYF3H90FB013654,HOND,PLT,2015
1GKKNMLS6NZ115384,GMC ,ACA,2022
1GKKNPLSXHZ158177,GMC ,ACA,2017
1FAFP42R34F203577,FORD,MUS,2004
1XP5DB9X36N644253,PTRB,   ,2006
2FMDK3KC5DBA67262,FORD,EDG,2013
1FT7W2B61HED43439,FORD,   ,2017
JTEHU5JR8M5905334,TOYT,4RN,2021
5XXGN4A75FG359242,KIA ,OPT,2015
1GNSGBF41D1154413,CHEV,EXP,2013
1HGCR2F75FA245948,HOND,ACC,2015
JS1GN7DA062104930,SUZI,   ,2006
4T1BE46K87U652678,TOYT,CAY,2007
2G1FK1EJ3F9303731,CHEV,CAM,2015
JHMGE8H52DC068057,HOND,FIT,2013
4T1BE32K24U323910,TOYT,CAM,2004
5TFFY5F18JX232760,TOYT,   ,2018
2FALP71W1TX203933,FORD,CRV,1996
3N1CP5DV9LL564946,NISS,KIC,2020
1C4RJFAG5JC202500,JEEP,   ,2018
1GNDS13S582204752,CHEV,TBZ,2008
2FMDK3JC0EBB83911,FORD,EDG,2014
SALCP2BG8GH603622,LNDR,DIS,2016
5TDYZRFH4KS312171,TOYT,HGH,2019
1FTYR10E81PA97807,FORD,   ,2001
1HGCR2F33GA060358,HOND,ACC,2016
5J8TC1H50ML007076,ACUR,RDX,2021
1GNERKKW1JJ169441,CHEV,TRV,2018
YV4162UM0N2662780,VOLV,   ,2022
1C6SRFJTXLN246837,RAM ,   ,2020
1FTFW1ETXEKF55762,FORD,   ,2014
1FDNS24L92HA40125,FORD,EC2,2002
2C3CDZAG3KH668640,DODG,CHA,2019
3FA6P0LU8KR182379,FORD,FUS,2019
1GCEC19TX6E169096,CHEV,   ,2006
3GTU9DEL2MG125777,GMC ,   ,2021
2C4RDGBG2LR200290,DODG,   ,2020
1FTNE2EW1CDA10145,FORD,EC2,2012
1FT7X2BT5KEC22178,FORD,   ,2019
1N4AL3AP6JC138401,NISS,ALT,2018
1GBHC39J2VF014546,CHEV,   ,1997
5XYP34HC2NG239126,KIA ,TEL,2022
1HGCV1F31KA067291,HOND,ACC,2019
4JGBB86E18A425832,MERZ,   ,2008
1GCJK33285F938846,CHEV,   ,2005
5FPYK3F79HB001834,HOND,   ,2017
1N4AA6FV4LC381237,NISS,MAX,2020
3GCPCREC6JG643253,CHEV,   ,2018
1NXBR32E67Z863411,TOYT,COR,2007
1FTYR14U64PB08406,FORD,   ,2004
1C4PJLLB6JD537945,JEEP,CHE,2018
1C3CCBAB7EN123583,CHRY,200,2014
3C6TR5EJXKG650462,RAM ,   ,2019
1M1AN07Y88N002935,MACK,   ,2008
1GKKRTED1BJ264650,GMC ,ACA,2011
JA4AD3A35FZ008824,MITS,OUT,2015
5N1AZ2MG5JN169802,NISS,MUR,2018
1GNERFKW1NJ191324,CHEV,TRV,2022
3GKALMEV2JL340783,GMC ,TRN,2018
4T1BE46K28U787320,TOYT,CAM,2008
1N4AL3AP8FC594259,NISS,ALT,2015
1XPTD49XXED243158,PTRB,   ,2014
3GCEK23309G261767,CHEV,   ,2009
1GC4YUEY1NF310064,CHEV,   ,2022
2HKRS3H22PH307367,HOND,CRV,2023
JN8AY2NC7H9508778,NISS,ARM,2017
1FC4E4KL0DDB14239,FORD,   ,2013
1FMJK1HT6MEA32023,FORD,   ,2021
3N1AB7AP3EL643958,NISS,SEN,2014
1N4AA6AP7JC399818,NISS,MAX,2018
5UXTR7C5XKLR49770,BMW ,X3 ,2019
1GCEK19Z46Z258937,CHEV,   ,2006
1C6RR6MT4JS179970,RAM ,   ,2018
WBA3A5G58FNS86097,BMW ,328,2015
1HGCR3F01GA003460,HOND,ACC,2016
WBA6B2C52ED129541,BMW ,650,2014
1G11C5SA6DF355362,CHEV,MAL,2013
WDBTK56JX6F167832,MERZ,CLK,2006
1FTZF1724XNA20154,FORD,   ,1999
2FABP7BV8BX112092,FORD,CVC,2011
JTLZE4FE7EJ059734,TOYT,SXB,2014
1FTEX1CM3CFA86072,FORD,   ,2012
1FMCU0BZXLUB84286,FORD,ESC,2020
4DRBUAAN29A677289,IC  ,   ,2009
3GCUYEET1MG225832,CHEV,   ,2021
